index,role_noun,role_noun_set,sentence,sentence_format,task_wording,prompt_text
89,chairperson,"['chairperson', 'chairwoman', 'chairman']",I have also been a member of FLAPEC (Family Life and Parent Educators Coalition) since 2001 and served as chairperson for this wonderful organization.,I have also been a member of FLAPEC (Family Life and Parent Educators Coalition) since 2001 and served as [ROLE NOUN] for this wonderful organization.,simple,I have also been a member of FLAPEC (Family Life and Parent Educators Coalition) since 2001 and served as chairperson for this wonderful organization. I am a
90,chairperson,"['chairperson', 'chairwoman', 'chairman']","As a media chairperson in IBM's black business resource group, I began mentoring and became a certified mentor through IBM's mentorship program.","As a media [ROLE NOUN] in IBM's black business resource group, I began mentoring and became a certified mentor through IBM's mentorship program.",simple,"As a media chairperson in IBM's black business resource group, I began mentoring and became a certified mentor through IBM's mentorship program. I am a"
91,chairperson,"['chairperson', 'chairwoman', 'chairman']",LEGUME SOCIETY I'm proud to call myself the chairperson of The Swedish Legume Society called Baljväxtakademin.,LEGUME SOCIETY I'm proud to call myself the [ROLE NOUN] of The Swedish Legume Society called Baljväxtakademin.,simple,LEGUME SOCIETY I'm proud to call myself the chairperson of The Swedish Legume Society called Baljväxtakademin. I am a
92,chairperson,"['chairperson', 'chairwoman', 'chairman']","I also have a passion for service to my community, actively participating in the school system as, among many other positions, a PTA Board Member and Board Advisory Council chairperson.","I also have a passion for service to my community, actively participating in the school system as, among many other positions, a PTA Board Member and Board Advisory Council [ROLE NOUN].",simple,"I also have a passion for service to my community, actively participating in the school system as, among many other positions, a PTA Board Member and Board Advisory Council chairperson. I am a"
93,chairperson,"['chairperson', 'chairwoman', 'chairman']","I am a member of the International Consortium of Investigative Journalists (ICIJ), the chairperson of the Swiss organization for investigative journalism investigativ.ch and an advisory board member of IRPI and journalismfund.eu.","I am a member of the International Consortium of Investigative Journalists (ICIJ), the [ROLE NOUN] of the Swiss organization for investigative journalism investigativ.ch and an advisory board member of IRPI and journalismfund.eu.",simple,"I am a member of the International Consortium of Investigative Journalists (ICIJ), the chairperson of the Swiss organization for investigative journalism investigativ.ch and an advisory board member of IRPI and journalismfund.eu. I am a"
94,chairperson,"['chairperson', 'chairwoman', 'chairman']",In my last semester I was elected as the deputy chairperson.,In my last semester I was elected as the deputy [ROLE NOUN].,simple,In my last semester I was elected as the deputy chairperson. I am a
95,clergyperson,"['clergyperson', 'clergywoman', 'clergyman']","So, although being a clergyperson is definitely a large part of my identity, it is not my sole vocation.","So, although being a [ROLE NOUN] is definitely a large part of my identity, it is not my sole vocation.",simple,"So, although being a clergyperson is definitely a large part of my identity, it is not my sole vocation. I am a"
96,clergyperson,"['clergyperson', 'clergywoman', 'clergyman']",American clergyperson and civil rights leader (1929-1968) I like your weblog.,American [ROLE NOUN] and civil rights leader (1929-1968) I like your weblog.,simple,American clergyperson and civil rights leader (1929-1968) I like your weblog. I am a
97,clergyperson,"['clergyperson', 'clergywoman', 'clergyman']","read more As a former clergyperson, independent consultant and coach, organisational development manager for a multinational plc and business school adjunct-faculty I've heard all sorts of stories.","read more As a former [ROLE NOUN], independent consultant and coach, organisational development manager for a multinational plc and business school adjunct-faculty I've heard all sorts of stories.",simple,"read more As a former clergyperson, independent consultant and coach, organisational development manager for a multinational plc and business school adjunct-faculty I've heard all sorts of stories. I am a"
98,clergyperson,"['clergyperson', 'clergywoman', 'clergyman']",I've been a volunteer advocate for millions of vulnerable children in dire straits and a clergyperson for 20 years.,I've been a volunteer advocate for millions of vulnerable children in dire straits and a [ROLE NOUN] for 20 years.,simple,I've been a volunteer advocate for millions of vulnerable children in dire straits and a clergyperson for 20 years. I am a
99,clergyperson,"['clergyperson', 'clergywoman', 'clergyman']",I’m a former licensed clergyperson who studied the Bible and counseling in college.,I’m a former licensed [ROLE NOUN] who studied the Bible and counseling in college.,simple,I’m a former licensed clergyperson who studied the Bible and counseling in college. I am a
100,clergyperson,"['clergyperson', 'clergywoman', 'clergyman']","Because I was a prominent clergyperson in Jacksonville, my failure was splashed across the evening news and the front page of the newspaper.","Because I was a prominent [ROLE NOUN] in Jacksonville, my failure was splashed across the evening news and the front page of the newspaper.",simple,"Because I was a prominent clergyperson in Jacksonville, my failure was splashed across the evening news and the front page of the newspaper. I am a"
101,clergyperson,"['clergyperson', 'clergywoman', 'clergyman']","I am a daydreamer, activist, clergyperson, writer, and creative.","I am a daydreamer, activist, [ROLE NOUN], writer, and creative.",simple,"I am a daydreamer, activist, clergyperson, writer, and creative. I am a"
102,clergyperson,"['clergyperson', 'clergywoman', 'clergyman']",I’m an ordained clergyperson from Minnesota with a background in teaching and performance arts.,I’m an ordained [ROLE NOUN] from Minnesota with a background in teaching and performance arts.,simple,I’m an ordained clergyperson from Minnesota with a background in teaching and performance arts. I am a
103,clergyperson,"['clergyperson', 'clergywoman', 'clergyman']","If you haven’t guessed by now, I am not your run-of-the-mill clergyperson.","If you haven’t guessed by now, I am not your run-of-the-mill [ROLE NOUN].",simple,"If you haven’t guessed by now, I am not your run-of-the-mill clergyperson. I am a"
104,clergyperson,"['clergyperson', 'clergywoman', 'clergyman']","I’m an ordained clergyperson, a writer, and a perpetually curious learner.","I’m an ordained [ROLE NOUN], a writer, and a perpetually curious learner.",simple,"I’m an ordained clergyperson, a writer, and a perpetually curious learner. I am a"
105,clergyperson,"['clergyperson', 'clergywoman', 'clergyman']","By profession I am a United Methodist clergyperson, serving as Executive Director of the Massachusetts Bible Society, one of the oldest Bible Societies in the US.","By profession I am a United Methodist [ROLE NOUN], serving as Executive Director of the Massachusetts Bible Society, one of the oldest Bible Societies in the US.",simple,"By profession I am a United Methodist clergyperson, serving as Executive Director of the Massachusetts Bible Society, one of the oldest Bible Societies in the US. I am a"
